Soil_Moisture,LDR,Leaf_Temp,Ambient_Temp,VOC_Level,Leaf_V,Classes
12.76,531.15,32.69,35.95,187.06,0.965,1
11.77,573.88,30.02,34.6,197.99,0.617,1
58.72,665.4,28.17,31.63,756.39,0.72,2
74.09,802.29,28.2,24.08,57.3,0.319,0
33.27,481.55,35.55,34.35,282.68,0.988,3
52.99,726.45,30.14,32.16,716.17,0.893,2
64.05,927.39,28.94,25.05,169.43,0.494,0
42.93,313.36,41.59,35.21,283.88,0.853,3
24.7,513.39,34.3,35.47,196.33,0.944,1
67.91,788.01,24.21,29.98,85.45,0.501,0
83.34,782.31,27.1,26.63,109.41,0.579,0
46.25,682.89,31.27,28.09,771.74,0.901,2
15.93,681.81,38.14,31.68,233.87,0.797,1
40.84,552.95,32.7,29.36,560.74,0.714,2
24.71,508.03,31.22,31.51,184.07,0.615,1
64.17,887.56,24.17,22.96,59.95,0.562,0
55.96,597.45,30.41,26.87,461.09,1.02,2
28.55,898.99,33.47,33.33,251.57,0.778,1
71.45,852.51,22.43,25.62,91.55,0.441,0
52.93,510.01,30.23,32.69,408.78,1.199,2
40.09,811.66,40.46,35.37,430.42,1.037,3
60.32,788.3,28.14,27.05,788.23,1.166,2
62.29,644.48,30.09,26.95,526.75,1.08,2
78.22,900.71,28.3,28.62,123.74,0.571,0
16.41,646.08,33.68,28.09,148.06,0.924,1
21.64,622.21,30.38,31.65,268.9,0.803,1
23.94,570.34,32.13,33.67,268.81,0.663,1
74.62,966.45,22.04,23.9,94.54,0.494,0
76.84,724.56,26.62,27.63,76.3,0.396,0
40.13,487.44,29.05,27.86,660.52,0.721,2
22.58,668.43,37.04,28.16,263.68,0.887,1
65.03,793.71,26.3,29.92,168.16,0.327,0
72.38,962.91,24.18,26.01,60.25,0.422,0
67.57,691.22,26.0,26.23,638.05,0.939,2
55.76,474.9,34.56,32.62,601.77,1.149,2
66.44,734.23,22.25,26.22,59.45,0.371,0
41.69,867.82,36.62,31.62,434.77,0.851,3
12.69,766.07,38.02,31.79,251.12,0.772,1
47.78,470.12,38.37,30.15,368.88,1.119,3
57.88,625.78,26.83,27.31,656.78,0.772,2
76.34,734.33,29.87,27.7,89.66,0.329,0
71.73,746.81,29.45,26.42,145.52,0.578,0
48.14,835.66,40.52,34.72,471.3,1.201,3
45.28,694.81,39.26,31.59,277.41,1.001,3
40.24,845.02,38.25,35.83,476.01,1.286,3
76.54,820.03,26.97,22.14,97.31,0.421,0
58.86,727.56,25.02,29.87,521.45,1.127,2
66.44,405.23,30.69,31.87,463.95,1.088,2
52.4,475.4,28.86,31.3,477.63,0.821,2
25.97,670.85,32.58,32.45,244.44,0.865,1
12.01,791.66,30.76,29.16,275.4,0.677,1
68.66,713.55,33.02,30.79,463.71,0.738,2
89.83,867.56,28.12,28.41,110.6,0.347,0
42.74,627.67,32.03,31.93,737.24,1.143,2
22.74,592.58,36.66,31.53,232.76,0.996,1
38.02,731.25,38.2,31.78,471.39,1.2,3
48.74,560.04,30.98,31.16,439.01,1.008,2
30.55,900.56,35.73,34.28,292.5,0.831,3
45.12,468.64,27.94,29.05,490.7,0.864,2
82.59,922.13,24.67,27.38,93.68,0.47,0
30.18,923.04,33.87,31.59,316.43,0.886,3
86.2,978.73,24.9,26.49,113.35,0.581,0
82.19,918.42,23.77,26.82,135.07,0.497,0
54.02,733.1,26.12,32.92,579.56,1.007,2
34.5,587.58,41.01,34.36,446.93,1.319,3
75.14,787.29,28.5,25.89,132.98,0.56,0
19.04,552.87,39.82,28.1,231.72,0.891,1
21.8,587.59,32.92,32.09,293.52,0.692,1
12.77,871.0,34.38,35.9,247.87,0.606,1
62.64,848.76,24.14,26.99,158.67,0.544,0
51.72,679.84,26.8,26.84,619.06,0.804,2
84.44,942.42,23.7,22.12,127.64,0.38,0
19.62,668.0,39.06,29.85,197.2,0.615,1
68.53,902.78,28.96,29.55,198.04,0.423,0
82.5,773.16,27.6,26.32,105.93,0.43,0
17.99,585.64,33.86,33.39,298.43,0.847,1
42.82,752.25,33.13,34.73,333.18,1.139,3
23.44,553.26,34.31,35.39,283.81,0.863,1
55.28,560.98,26.32,28.49,571.15,1.191,2
66.64,556.49,33.6,28.69,620.01,1.119,2
67.19,795.82,29.78,28.59,620.7,0.805,2
34.95,568.68,37.06,36.38,389.77,1.059,3
10.03,622.66,35.24,31.13,113.5,0.822,1
45.82,684.68,25.02,29.01,720.51,0.98,2
55.34,503.85,31.72,30.78,402.15,0.784,2
29.46,721.2,36.42,29.24,206.88,0.755,1
61.81,797.14,28.6,28.42,764.65,0.74,2
64.61,814.36,23.67,27.65,154.68,0.574,0
88.82,764.15,29.66,25.67,176.66,0.37,0
26.66,610.39,31.61,31.87,182.27,0.902,1
45.41,573.09,38.33,30.92,371.78,1.318,3
89.77,893.76,23.31,22.43,75.23,0.309,0
17.43,641.83,35.87,29.68,272.63,0.718,1
27.93,887.92,39.13,31.51,253.52,0.629,1
48.3,578.33,26.19,27.41,640.82,1.162,2
20.64,720.59,37.81,35.81,182.79,0.79,1
71.95,814.61,28.06,29.69,54.51,0.443,0
61.08,809.05,24.3,24.16,175.62,0.479,0
85.26,725.26,29.89,23.6,171.4,0.469,0
62.02,506.35,27.93,30.21,588.75,0.874,2
75.94,862.41,26.4,25.09,75.04,0.313,0
60.89,407.36,30.63,30.23,623.08,0.764,2
60.33,972.46,23.23,27.24,197.2,0.501,0
37.52,578.0,34.48,37.74,478.26,1.284,3
66.44,753.92,27.14,28.75,778.26,1.017,2
17.96,765.73,32.51,28.51,125.58,0.887,1
52.79,733.45,25.49,27.45,743.9,0.83,2
89.7,769.11,25.36,29.48,199.84,0.487,0
68.31,445.93,31.57,28.3,497.38,0.801,2
86.21,964.65,26.91,24.37,90.82,0.406,0
10.56,524.96,33.48,28.76,257.87,0.773,1
82.08,915.74,26.39,22.82,125.94,0.543,0
69.22,814.07,24.2,26.77,61.13,0.349,0
71.59,769.3,24.33,23.84,102.27,0.477,0
40.7,346.06,37.67,37.64,361.01,0.877,3
17.65,767.66,39.92,28.05,129.4,0.992,1
19.96,678.1,38.01,33.1,257.92,0.723,1
29.38,500.12,38.92,30.88,298.47,0.72,1
39.07,682.27,37.7,33.79,399.57,1.477,3
48.34,649.09,37.96,30.74,385.97,1.087,3
55.1,453.78,33.34,26.19,663.02,1.08,2
49.09,435.61,31.76,28.63,457.23,1.188,2
15.69,734.83,32.71,35.08,248.17,0.844,1
33.93,617.83,38.66,35.03,312.64,1.394,3
43.35,661.89,36.44,32.13,412.79,1.293,3
29.43,648.8,39.3,33.97,194.59,0.701,1
20.28,761.92,35.79,34.24,246.93,0.668,1
75.9,890.27,27.61,29.13,59.62,0.501,0
24.54,542.47,39.65,34.37,243.82,0.955,1
32.65,628.9,32.63,32.91,468.93,1.122,3
17.48,855.81,33.68,32.36,173.11,0.902,1
53.95,589.68,29.52,28.4,636.17,1.068,2
38.99,734.98,36.37,31.57,421.78,1.173,3
44.63,644.21,26.03,30.07,472.66,0.967,2
62.86,569.23,25.71,28.47,471.57,1.061,2
13.11,771.45,37.46,29.15,163.6,0.927,1
53.06,772.18,33.01,27.76,723.46,1.133,2
41.98,702.45,30.61,25.83,432.54,0.958,2
23.54,874.68,35.53,30.59,298.1,0.817,1
68.51,758.78,28.83,23.73,64.5,0.578,0
70.77,910.89,22.68,27.35,56.47,0.435,0
46.75,326.51,32.63,31.13,445.14,1.045,3
26.94,604.93,38.05,32.53,215.2,0.602,1
62.34,660.53,28.19,25.64,722.48,0.939,2
20.28,709.85,34.4,33.5,259.68,0.761,1
44.78,569.72,32.65,25.4,615.18,0.833,2
72.88,712.88,24.64,24.22,176.54,0.507,0
72.15,944.48,27.78,23.13,68.88,0.519,0
29.44,674.0,33.27,35.4,290.26,0.74,1
66.8,787.78,29.22,27.84,776.91,1.19,2
33.88,555.61,39.77,33.7,256.82,0.984,3
40.23,594.3,33.72,33.17,493.96,0.953,3
53.79,649.25,31.51,29.27,438.61,1.043,2
34.19,619.03,41.97,32.56,383.46,0.866,3
34.65,867.46,41.63,32.33,403.97,1.276,3
75.79,733.05,25.27,26.58,184.28,0.563,0
74.99,786.07,25.45,22.81,182.62,0.359,0
11.34,688.56,33.13,34.84,246.79,0.731,1
15.53,895.26,37.06,35.55,121.5,0.882,1
47.02,642.79,25.35,31.82,662.23,0.739,2
49.21,692.06,37.59,33.26,338.71,0.903,3
54.54,446.82,30.38,26.97,584.89,0.98,2
12.96,830.17,34.86,35.61,247.39,0.879,1
43.97,316.02,33.59,30.49,416.61,1.092,3
52.01,458.95,33.42,25.16,412.77,0.875,2
53.62,628.94,27.47,32.55,431.55,0.715,2
56.1,648.14,28.81,28.94,435.45,1.16,2
19.97,792.8,30.74,32.95,288.53,0.925,1
64.97,496.36,27.84,32.79,593.98,0.885,2
60.22,628.65,27.81,31.4,756.71,1.129,2
76.44,958.83,23.52,25.74,188.11,0.547,0
61.14,727.17,34.83,31.11,623.87,0.808,2
49.62,446.29,31.37,30.06,667.11,1.144,2
60.41,772.82,28.78,25.99,407.38,0.701,2
76.99,956.35,26.38,29.05,131.37,0.493,0
69.26,704.02,26.83,29.36,109.61,0.549,0
13.51,623.36,38.15,35.48,146.84,0.928,1
35.55,333.33,41.86,31.42,429.25,1.469,3
45.04,679.63,29.91,29.35,714.41,1.09,2
62.61,543.13,25.83,25.99,483.92,0.932,2
30.5,917.32,35.48,34.9,410.7,0.921,3
54.01,400.2,25.57,25.47,783.89,0.778,2
79.43,821.01,26.77,23.52,100.66,0.506,0
76.19,932.19,26.78,26.75,50.16,0.44,0
69.81,906.28,22.82,25.8,159.85,0.38,0
25.59,846.3,30.64,35.36,202.57,0.714,1
18.11,524.15,33.1,32.59,198.74,0.965,1
11.05,666.17,32.32,34.44,139.87,0.623,1
14.66,883.58,35.84,33.4,210.9,0.742,1
63.31,932.95,29.58,29.96,168.9,0.31,0
42.89,413.87,33.04,29.48,661.64,0.788,2
68.73,992.22,23.01,22.69,100.08,0.483,0
42.61,514.11,30.9,29.05,577.67,0.949,2
86.82,723.09,23.3,23.84,95.68,0.321,0
42.31,579.3,28.71,29.26,499.85,1.137,2
20.25,608.7,36.28,28.53,189.11,0.952,1
45.64,458.23,32.32,31.35,362.11,1.458,3
56.02,722.74,28.13,32.21,550.1,0.893,2
38.22,659.12,39.39,37.48,256.34,0.913,3
76.87,756.25,25.0,29.45,140.53,0.348,0
46.69,785.88,35.9,35.86,255.47,1.233,3
11.18,864.13,36.83,30.41,231.7,0.682,1
46.55,739.87,34.34,32.85,257.46,0.833,3
74.28,756.46,28.56,28.88,167.87,0.531,0
49.86,923.97,38.47,37.5,499.27,1.325,3
25.04,730.98,34.99,29.75,148.76,0.789,1
40.03,463.38,28.56,32.5,777.53,0.704,2
79.65,706.09,26.18,27.93,89.22,0.336,0
30.72,422.67,36.72,32.71,424.93,1.182,3
34.0,927.12,34.48,32.58,427.28,0.818,3
44.47,655.85,38.35,31.23,373.23,1.336,3
48.33,599.56,36.03,33.35,382.1,1.255,3
70.82,705.78,22.12,28.96,113.28,0.337,0
12.26,802.33,31.5,28.75,266.09,0.765,1
28.79,572.03,36.58,33.31,213.29,0.698,1
50.1,593.34,28.9,27.88,678.85,0.89,2
27.9,735.04,38.38,35.18,196.07,0.785,1
40.3,435.58,27.82,31.57,637.6,1.116,2
65.95,732.62,32.32,31.59,617.64,1.028,2
61.73,713.45,26.93,31.29,456.08,1.165,2
86.34,822.83,29.29,22.58,97.31,0.405,0
40.39,794.95,26.81,28.48,508.22,0.996,2
20.84,627.67,30.95,33.92,291.04,0.614,1
18.0,707.05,38.36,28.37,223.43,0.732,1
25.02,626.95,35.95,28.21,239.14,0.849,1
35.59,881.94,40.3,31.24,365.04,1.272,3
86.19,852.31,25.52,27.7,169.57,0.338,0
48.06,333.53,39.3,37.14,460.34,0.885,3
82.93,761.09,27.84,28.27,157.85,0.508,0
60.9,521.73,31.73,26.41,400.52,0.808,2
70.64,758.94,26.41,22.42,112.4,0.522,0
33.07,658.3,38.36,37.71,481.78,1.336,3
17.0,749.06,34.27,28.67,169.17,0.839,1
21.8,608.7,34.32,30.77,126.43,0.752,1
67.93,858.92,23.83,23.13,144.59,0.498,0
82.83,803.07,28.29,25.05,177.38,0.325,0
43.54,789.6,28.58,25.72,686.26,0.96,2
13.04,838.1,38.43,33.51,122.42,0.969,1
68.65,821.45,23.25,25.54,155.64,0.557,0
35.72,529.5,34.4,37.76,462.03,0.948,3
48.36,716.34,39.07,33.68,311.7,0.879,3
70.36,869.55,27.7,22.38,179.49,0.34,0
59.16,647.8,30.17,30.53,483.03,0.957,2
85.38,893.38,29.83,22.42,183.93,0.583,0
27.94,756.69,33.04,31.32,103.32,0.679,1
11.57,606.18,39.08,30.49,172.43,0.98,1
22.28,537.77,38.2,34.85,281.37,0.754,1
49.38,488.71,35.26,36.95,407.62,1.051,3
47.26,352.5,34.32,32.21,391.43,1.467,3
42.83,482.88,40.37,35.15,463.91,1.244,3
23.24,685.51,36.55,33.32,175.8,0.729,1
66.83,406.64,28.78,31.9,756.86,0.708,2
78.32,749.83,23.28,24.79,179.9,0.37,0
68.14,435.78,31.95,28.41,508.2,0.858,2
25.24,502.91,38.78,31.65,156.47,0.753,1
82.69,996.16,22.26,28.47,113.56,0.33,0
28.95,585.63,34.94,32.95,120.58,0.892,1
56.47,492.62,33.76,30.65,786.03,1.117,2
89.84,981.4,25.38,26.09,144.41,0.312,0
61.18,525.88,30.32,29.37,551.92,0.741,2
62.38,797.13,28.85,22.41,122.66,0.545,0
46.67,594.41,37.64,34.27,355.75,1.457,3
61.82,846.65,22.11,22.46,66.96,0.556,0
43.91,669.64,39.0,32.67,258.96,1.395,3
89.59,917.61,25.35,29.28,162.76,0.593,0
87.1,929.95,26.92,24.82,84.73,0.45,0
67.06,705.9,29.43,26.69,75.59,0.576,0
27.98,703.56,30.83,33.7,245.04,0.757,1
19.86,709.48,39.82,33.52,122.61,0.679,1
46.87,872.71,36.72,31.61,356.14,0.946,3
30.66,905.23,33.72,30.24,472.73,1.328,3
58.57,699.74,28.38,27.01,418.84,1.183,2
24.72,728.29,34.67,32.4,143.02,0.692,1
81.43,888.33,25.73,26.24,141.07,0.436,0
49.54,916.74,37.67,32.93,337.05,0.809,3
52.77,554.29,25.45,30.09,668.87,1.03,2
78.52,910.88,22.5,29.17,118.27,0.585,0
55.17,488.9,26.72,32.54,602.26,1.114,2
46.28,463.21,41.83,37.33,386.48,1.078,3
49.74,753.21,33.79,32.35,724.93,0.726,2
67.74,784.48,34.29,31.45,409.41,0.888,2
43.1,604.85,36.73,37.46,256.82,1.334,3
64.46,690.29,34.19,32.19,413.18,0.704,2
13.52,790.01,31.93,32.75,144.69,0.859,1
77.07,703.68,24.39,25.96,159.57,0.399,0
20.71,611.17,31.55,32.11,299.7,0.821,1
86.52,930.36,28.7,22.15,128.34,0.513,0
18.64,875.96,39.26,29.78,137.75,0.978,1
13.34,756.61,30.36,34.97,163.29,0.99,1
45.46,449.54,39.61,36.28,345.36,1.293,3
40.08,481.55,38.24,30.05,345.18,0.91,3
63.49,830.64,22.92,25.04,55.29,0.568,0
12.7,738.62,38.93,33.01,200.49,0.975,1
61.41,727.91,25.86,29.1,734.37,1.083,2
17.73,501.05,39.52,30.37,126.24,0.973,1
88.06,900.35,28.46,28.28,53.65,0.407,0
72.11,915.15,24.33,22.94,188.89,0.576,0
78.37,763.1,29.76,24.96,170.22,0.417,0
29.87,750.84,35.38,32.0,216.08,0.642,1
77.06,776.68,28.08,26.97,53.09,0.419,0
23.93,645.84,33.13,33.5,181.22,0.96,1
24.6,646.82,38.54,31.22,181.04,0.916,1
43.25,403.55,34.79,28.08,678.89,0.88,2
63.0,411.43,26.9,32.93,673.54,0.85,2
37.18,832.74,33.14,30.69,477.25,1.392,3
44.76,610.14,27.49,32.45,591.94,0.793,2
13.91,719.56,36.06,30.01,143.09,0.645,1
46.61,643.51,30.74,31.46,680.71,0.701,2
56.83,702.76,30.76,30.19,541.72,0.781,2
20.13,801.94,32.47,35.2,259.27,0.738,1
55.74,626.47,30.13,31.24,724.37,0.999,2
17.07,648.35,31.73,28.98,299.01,0.914,1
69.91,424.65,27.58,25.07,582.97,0.747,2
19.94,793.81,34.03,28.98,196.58,0.667,1
35.05,443.47,33.98,33.56,424.91,1.107,3
13.17,516.66,39.3,31.27,194.37,0.769,1
22.93,810.07,39.44,34.47,269.22,0.683,1
61.28,520.27,31.08,31.03,601.98,0.943,2
30.42,927.8,41.31,31.34,395.5,1.187,3
20.13,677.16,39.15,33.81,112.75,0.994,1
19.75,826.32,39.3,31.89,248.56,0.832,1
81.46,965.7,28.73,22.19,119.77,0.437,0
28.02,638.87,36.56,34.99,195.62,0.653,1
36.71,864.31,40.9,36.6,350.55,1.276,3
14.04,815.52,33.09,34.49,102.79,0.627,1
38.17,556.68,34.24,31.16,392.14,1.353,3
59.17,556.21,29.11,31.61,474.26,0.936,2
39.28,736.51,41.28,34.02,353.59,1.208,3
11.16,686.71,32.19,30.11,149.33,0.689,1
72.27,728.98,25.05,28.94,151.54,0.516,0
31.05,777.8,41.95,34.65,302.14,1.286,3
64.82,970.26,24.87,29.27,130.33,0.472,0
37.27,518.1,36.3,37.51,376.21,1.347,3
34.09,678.54,35.74,31.37,346.45,1.339,3
69.61,831.36,23.86,23.59,57.6,0.486,0
37.63,942.05,33.17,36.7,271.28,1.392,3
63.41,771.26,23.66,25.77,186.53,0.419,0
41.02,423.48,36.91,33.31,450.75,1.37,3
47.86,594.51,32.56,35.04,481.53,0.841,3
49.6,727.75,38.8,34.28,296.23,0.897,3
69.73,563.24,29.26,29.94,621.17,0.71,2
42.26,369.08,38.76,35.42,477.13,1.373,3
65.15,755.99,27.35,23.76,129.63,0.392,0
84.47,827.62,27.41,26.66,195.0,0.402,0
75.68,831.68,28.78,26.79,197.82,0.473,0
82.67,890.12,27.63,29.69,184.88,0.322,0
40.01,700.0,29.24,31.9,749.91,1.174,2
68.65,786.65,24.73,27.97,63.06,0.409,0
83.63,889.22,28.83,23.8,157.08,0.506,0
27.48,805.28,30.87,31.62,112.89,0.605,1
63.41,454.13,29.22,32.29,600.33,0.745,2
72.24,826.46,22.52,23.44,199.94,0.553,0
22.82,808.61,30.78,35.43,290.96,0.817,1
54.85,547.38,27.94,25.32,457.57,1.135,2
72.85,999.14,24.52,22.18,152.1,0.497,0
68.87,456.17,28.85,30.85,521.51,0.885,2
65.79,442.2,27.65,26.71,507.66,1.155,2
80.92,792.77,26.55,27.89,92.48,0.436,0
42.15,652.03,32.75,33.17,254.66,0.903,3
13.85,634.17,37.59,32.56,161.21,0.638,1
67.43,758.11,28.49,28.68,182.98,0.531,0
26.55,590.29,37.5,34.24,128.39,0.732,1
36.33,618.19,33.02,31.7,252.94,0.894,3
67.39,771.3,25.82,26.66,148.56,0.531,0
69.79,952.77,27.0,23.22,82.33,0.551,0
56.03,789.83,27.98,26.78,408.82,0.862,2
61.28,541.49,32.01,29.06,777.38,1.176,2
40.62,466.51,34.26,30.03,271.21,1.303,3
65.13,722.55,29.77,28.72,604.31,0.919,2
42.48,722.09,35.48,30.12,469.68,1.075,3
45.26,626.8,35.62,31.33,351.32,0.874,3
62.04,733.6,27.82,27.77,181.2,0.353,0
29.15,614.56,34.99,32.15,129.68,0.655,1
30.24,780.75,36.33,31.69,353.01,1.196,3
13.02,825.03,36.79,30.3,251.26,0.967,1
22.76,886.44,31.25,35.88,272.15,0.995,1
24.98,699.97,35.41,30.05,130.29,0.686,1
51.76,728.47,32.28,30.41,426.55,0.944,2
44.9,595.97,30.4,27.86,637.51,0.805,2
57.92,798.82,25.21,27.44,400.79,1.12,2
21.41,748.51,31.8,35.32,121.52,0.733,1
52.51,494.37,30.22,28.58,483.7,0.777,2
57.49,619.16,27.19,28.23,727.28,0.771,2
56.99,784.04,30.88,31.48,412.61,0.828,2
11.6,526.3,30.99,30.06,130.99,0.984,1
58.61,797.96,31.41,29.42,529.42,0.878,2
75.16,854.5,27.81,28.03,110.26,0.373,0
84.75,753.16,26.91,29.8,133.37,0.314,0
15.02,753.64,39.61,28.16,159.58,0.727,1
43.97,709.9,36.07,32.67,388.16,0.883,3
62.81,510.99,25.71,29.11,450.12,0.975,2
44.42,644.46,33.41,35.68,436.24,0.911,3
53.57,724.02,31.17,25.92,527.45,0.899,2
41.49,611.52,26.94,32.83,581.6,0.762,2
16.01,502.74,31.22,28.54,116.19,0.865,1
55.3,651.76,32.33,26.14,405.4,0.773,2
31.5,717.23,37.3,30.32,431.33,0.928,3
35.78,566.94,39.51,34.99,313.53,1.097,3
43.35,848.51,36.52,31.06,471.5,1.409,3
48.28,385.35,37.04,37.16,451.17,1.142,3
85.57,732.62,26.29,25.14,130.97,0.37,0
10.45,777.43,34.01,32.58,259.49,0.817,1
89.06,800.26,23.64,25.45,144.27,0.587,0
45.13,580.14,28.21,29.96,478.99,1.136,2
56.91,606.14,28.45,28.93,745.23,1.197,2
23.3,711.95,31.25,30.79,123.42,0.759,1
21.5,751.52,35.07,29.68,248.75,0.684,1
50.9,401.18,31.89,32.49,583.18,1.046,2
17.51,875.18,33.68,29.1,209.04,0.619,1
22.54,751.55,36.44,32.01,270.58,0.99,1
19.46,670.77,30.61,33.17,273.81,0.612,1
76.55,827.47,25.37,26.27,99.07,0.564,0
42.46,668.54,39.99,32.65,265.44,1.203,3
39.41,546.31,35.52,33.82,377.78,1.198,3
48.33,454.71,38.77,31.0,270.96,1.466,3
82.54,748.16,26.57,27.46,66.27,0.48,0
29.98,601.72,33.7,32.89,167.34,0.682,1
79.08,932.74,28.68,27.47,156.21,0.313,0
12.91,565.4,39.57,34.94,152.37,0.963,1
50.0,789.16,31.61,31.15,437.23,1.014,2
43.64,559.29,37.37,35.85,358.23,1.202,3
69.43,784.79,29.29,29.91,649.09,0.982,2
34.5,444.42,39.36,37.95,373.81,1.053,3
68.14,981.25,29.48,27.45,121.79,0.473,0
81.16,970.93,24.42,24.11,113.25,0.324,0
28.38,677.75,39.98,29.15,241.94,0.834,1
67.82,700.01,23.33,28.5,76.4,0.362,0
11.21,519.01,31.94,29.37,106.85,0.983,1
50.03,587.92,28.86,26.78,406.29,1.184,2
12.19,525.58,36.52,30.8,225.1,0.62,1
30.0,413.52,34.69,36.2,329.18,1.221,3
82.24,951.58,28.75,23.8,190.34,0.462,0
46.34,535.04,34.3,37.74,469.8,0.971,3
71.11,861.85,23.44,27.66,162.6,0.31,0
45.23,791.48,36.82,30.36,260.64,1.45,3
13.07,589.21,36.15,31.03,175.03,0.602,1
42.84,413.02,26.3,31.67,796.52,0.738,2
18.66,556.99,39.07,28.23,296.14,0.687,1
38.2,315.92,33.37,32.71,485.12,1.386,3
14.03,511.47,38.4,34.33,296.48,0.927,1
14.56,762.62,31.01,29.89,185.68,0.69,1
43.71,634.64,34.67,31.49,566.18,0.796,2
42.38,864.99,37.87,34.17,348.79,1.23,3
32.54,498.49,36.02,33.17,432.05,0.865,3
83.15,822.8,24.97,25.63,185.2,0.592,0
75.44,896.47,25.3,29.78,118.73,0.409,0
35.6,452.49,35.61,32.57,472.41,0.878,3
85.25,716.74,29.48,27.62,82.59,0.47,0
33.04,568.42,33.62,32.22,419.65,0.866,3
65.74,572.55,28.85,32.64,652.62,1.14,2
14.45,839.12,38.56,33.09,192.21,0.735,1
30.94,567.42,34.78,36.06,359.09,1.119,3
69.48,599.22,34.28,27.62,713.16,1.133,2
64.1,794.1,31.17,28.46,451.14,1.01,2
45.72,925.79,35.7,30.66,429.05,1.461,3
44.23,671.4,33.21,33.54,491.47,0.985,3
46.29,643.66,26.95,29.18,592.45,0.789,2
17.03,774.53,38.36,32.77,296.56,0.734,1
64.18,798.57,28.57,29.16,530.13,1.195,2
82.12,981.68,28.0,27.72,174.26,0.367,0
26.59,619.67,38.12,30.51,109.21,0.636,1
46.65,652.95,36.04,35.31,308.81,1.129,3
45.81,625.21,33.17,31.77,441.82,1.106,3
68.69,553.26,30.11,31.17,734.58,0.98,2
25.3,719.04,31.66,29.23,237.45,0.952,1
48.24,815.27,36.83,31.18,421.6,0.926,3
58.58,702.76,26.22,25.26,590.94,0.935,2
26.7,626.8,33.95,28.42,219.75,0.996,1
76.07,730.08,22.92,23.62,145.52,0.355,0
23.4,536.68,38.95,35.69,166.11,0.985,1
12.88,791.28,30.2,34.95,127.36,0.985,1
48.47,498.22,40.23,37.14,442.6,1.242,3
47.84,918.83,36.41,35.62,341.69,1.193,3
41.13,323.81,37.98,37.73,426.83,0.995,3
56.95,609.83,26.44,32.35,401.19,0.914,2
73.85,963.42,26.48,23.37,190.49,0.344,0
78.12,933.52,29.75,24.94,131.6,0.506,0
42.53,384.32,37.79,30.2,377.55,0.816,3
25.52,878.98,39.27,28.2,223.12,0.821,1
62.0,526.06,25.92,30.01,484.26,0.786,2
60.65,757.96,30.43,26.7,439.46,0.813,2
26.93,507.97,35.34,29.04,283.71,0.85,1
38.58,428.03,35.95,32.25,454.75,0.954,3
52.56,683.46,32.95,32.37,599.81,0.804,2
50.56,768.69,26.78,27.27,422.53,0.932,2
54.49,701.55,28.33,31.18,537.21,0.775,2
68.1,925.45,26.03,28.44,108.56,0.45,0
62.11,439.73,29.02,28.73,681.34,1.116,2
42.2,507.74,36.23,30.17,365.28,1.461,3
38.84,560.1,34.18,34.35,476.32,1.047,3
37.73,905.54,33.82,37.68,296.51,1.208,3
30.59,931.84,37.33,33.67,366.93,0.837,3
44.66,572.64,30.79,25.72,522.42,0.755,2
32.22,358.29,37.21,31.8,364.51,1.132,3
53.77,622.67,33.31,29.94,664.21,1.038,2
67.92,787.02,34.99,28.8,605.78,0.922,2
18.85,628.03,30.58,35.25,118.38,0.954,1
65.86,946.62,27.77,24.39,137.88,0.504,0
18.05,885.04,35.23,30.39,164.67,0.824,1
15.5,814.73,37.64,32.58,135.3,0.732,1
10.12,798.41,31.46,29.1,204.67,0.917,1
40.18,628.73,33.66,33.85,454.24,1.331,3
18.21,629.28,39.33,31.6,110.65,0.965,1
17.37,760.72,34.88,31.15,291.64,0.809,1
43.8,418.56,30.5,28.74,653.46,1.047,2
47.37,680.44,31.03,26.24,518.71,0.939,2
61.19,669.57,34.03,25.04,668.28,0.733,2
44.29,362.77,36.29,36.96,437.87,1.388,3
76.56,771.77,25.24,28.35,52.78,0.355,0
62.02,932.38,29.21,29.16,191.61,0.307,0
40.68,331.39,39.76,31.67,350.28,1.07,3
16.66,629.86,36.62,31.54,148.86,0.654,1
63.69,856.66,28.68,25.59,176.58,0.59,0
28.92,613.55,37.78,33.76,137.79,0.626,1
48.48,411.88,34.68,35.91,459.76,1.142,3
48.29,502.96,39.56,37.61,487.95,0.929,3
72.98,850.39,24.45,23.57,76.97,0.488,0
70.6,812.41,23.78,29.85,61.04,0.512,0
28.13,704.94,37.0,29.69,280.68,0.85,1
21.04,883.68,39.72,34.77,255.83,0.931,1
47.47,307.6,37.42,36.0,412.9,1.277,3
17.3,634.88,37.51,31.67,148.64,0.614,1
46.17,716.57,25.41,26.55,690.3,1.064,2
44.53,689.58,32.97,36.52,361.25,1.456,3
40.19,790.12,35.5,35.33,408.27,0.838,3
66.58,971.96,26.67,27.58,50.89,0.576,0
34.2,813.73,35.79,35.4,297.73,0.985,3
35.77,533.32,41.15,37.69,327.87,0.917,3
64.66,966.51,22.07,27.98,65.23,0.377,0
84.34,974.61,29.32,28.47,52.71,0.429,0
23.0,534.69,35.67,29.06,125.48,0.799,1
43.89,838.6,36.2,32.19,419.77,1.414,3
63.11,784.68,25.58,30.29,709.07,0.844,2
66.7,855.55,28.04,25.59,65.02,0.301,0
54.19,482.22,31.19,29.83,707.04,1.054,2
60.09,622.16,28.1,29.86,611.66,0.724,2
